"","date","type","MeanRTtype","EscapeRT","FailureRT","NeutralRT","SuccessRT","Vnarc","Gnarc","ShameP","GuiltP","SelfComp","MeanSelfJudg","MeanSelfKind","MeanOveriden","MeanIsol","MeanCommhum","MeanMindf","participant","ProlifID","Genre","Age","CheckName","Cond"
"62","2020-10-22_10h52.16.104","reussite",0.766131,0.771407,1.012715,0.877975333333333,0.766131,-0.503180324699904,-1.42297230317091,-0.39871214084867,0.742680049224514,-0.573312388783583,2.0802469135,2.987654321,1.5082304525,1.012345679,3.45473251,3.473251029,184,"5e068e029195c605f9267aa7","FEMALE",27,"y","Name"
"63","2020-10-22_10h52.25.611","reussite",0.564405,0.574902,0.699979,0.575149,0.564405,0.902916270920019,1.6353426321753,-0.724857163429498,-0.265611167749778,0.634974418238449,3.0843621395,2.401234568,3,3.2716049385,3.7386831275,3.2119341565,187,"5f86d47f938a8502a4443f19","MALE",30,"y","control"
"64","2020-10-22_10h52.30.154","reussite",0.711459,0.565201,0.499818,0.530066,0.711459,-0.384499396474705,1.17637225278466,-0.816044567933438,-1.8429917266023,0.775555733333445,3.055555493,3.4650207015,3.1995884145,2.8353909465,3.1358025945,3.504115383,188,"5f2b0f0be865284c2b3fa91d","MALE",18,"y","Name"
"65","2020-10-22_10h52.24.397","reussite",0.80689,0.738637,0.789421,0.635349333333333,0.80689,0.797489387491065,1.1022583841986,-0.921209687208546,-1.51434559609524,0.287970115964433,3.045267364,2.487654415,2.973250966,3.045267364,2.9979425125,2.954732636,189,"5b86a9ee8537510001e2e63f","FEMALE",33,"y","control"
"66","2020-10-22_10h53.18.341","reussite",0.517614,0.547959,0.517475,0.5671,0.517614,1.3904271025854,-1.64113141874793,-0.266261587918032,-1.20929604849339,0.14035313281367,3.011858176,3.4838135895,1.503498162,2.063204079,3.467212143,3.4624688725,190,"5b55dd9ae173e60001963c1b","FEMALE",29,"y","Name"
"67","2020-10-22_10h54.12.712","reussite",0.7020260002,0.6795609996,0.9085790002,0.576647333466667,0.7020260002,-0.610960731047421,0.669861069548767,-0.409181853807421,-0.608364671584748,1.07178648555069,2.7934895835,3.4436535495,2.655873843,3.6140142745,3.6568962195,4.0591242285,191,"5da5c0a3eb10b800158e0a3f","FEMALE",30,"y","control"
"68","2020-10-22_10h52.39.062","reussite",0.765433,0.755203,0.900817,0.766677666666667,0.765433,-0.0893034987998906,-0.329122286165063,-0.258269948307345,0.627291677698263,0.707934281123106,3.5164607485,2.9897121855,3.0061727455,2.962962869,2.4794238995,4.0061728395,192,"https://zoom.us/j/94571665966?pwd=N3NNdWJNa2pWWitESC94RzlTOGovZz09 ","FEMALE",22,"y","Name"
"69","2020-10-22_10h52.39.174","reussite",1.168508,1.049868,1.182946,0.925102,1.168508,0.729685388756262,-0.0138899724182591,-0.0593850771042984,-0.974551770450993,0.143224636112231,3.2022183645,2.7091435185,2.008420139,2.366743827,3.0224247685,3.6930652005,193,"5f2fd5366e24673cc78a175f","MALE",20,"y","control"
"70","2020-10-22_10h52.50.295","reussite",0.893742,0.648021,0.859684,0.836313333333333,0.893742,0.501088387899027,0.354868576606284,-1.02570919991567,-0.465577698308279,-0.0175123796820027,3.4773661925,3.3518519775,1.578189018,3.1728393805,2.1851852165,2.6790124555,195,"5ed7a88c8d523524737f76c3","MALE",22,"y","control"
"71","2020-10-22_10h53.02.408","reussite",0.6522,0.6522,0.7996,0.653866666666667,0.6522,1.23907818207931,-1.34439370060476,1.11619820826768,-0.628692666714557,-1.71990954048247,1.5061728395,2,1.028806584,1.0102880655,1.9979423865,2.995884774,196,"5e6a5536ddce0500097eb40d","MALE",29,"y","Name"
"72","2020-10-22_10h53.07.604","reussite",0.72878,0.969332,1.09094,0.842321,0.72878,0.169632980483254,0.141058605194507,0.152635187669977,-1.21084170605084,-0.993587068080932,1.41796875,3.7703993055,1.094618056,1.274739583,3.2690972225,2.231770833,198,"5c578b57e66e510001eec4c6","FEMALE",25,"y","Name"
"73","2020-10-22_10h53.15.951","reussite",0.6984,0.8122,0.9236,0.7132,0.6984,1.75717718489879,-1.21759640962195,0.593034968234335,0.0624308517323619,-0.987344883177784,1.2880658435,2.775720165,1.4115226335,1.6172839505,3.512345679,2.475308642,199,"5f4564bcef5e41151849c92f","OTHER",29,"n","control"
"74","2020-10-22_10h53.36.771","reussite",0.7974,1.0214,1.2288,0.943133333333333,0.7974,0.579646591399227,1.00403499456217,0.645085051527409,0.635145095967744,0.403163675012489,2.528395062,1.950617284,2.511111111,2.7456790125,3.7901234565,4.377777778,201,"5bd999c20bde320001702fac","FEMALE",27,"y","control"
"75","2020-10-22_10h53.26.552","reussite",0.6218,0.65,0.841,0.630333333333333,0.6218,-0.587341290261346,-0.163660900916092,-1.7169370734195,1.71179350365842,0.696782707619749,2.652777778,2.3833333335,3.525,2.652777778,3.836111111,3.872222222,203,"5c600aaf892ec80001ae6e8c","MALE",24,"y","control"
"76","2020-10-22_10h54.09.319","reussite",0.883321,0.876018,0.84047,0.776911666666667,0.883321,-0.714386856597828,-1.51037495370999,0.692889061120459,-0.603981314387478,-0.658138792678367,3.0140516495,2.452387153,1.488389757,1.848719618,2.885373264,2.5332899305,206,"5e5a4de16175cb2370c7e181","FEMALE",29,"y","Name"
"77","2020-10-22_10h54.22.728","reussite",1.01075,0.8252,0.950151,0.751655333333333,1.01075,0.96635111634449,0.855941998872158,0.285743818525298,-0.800661974063998,-0.411887887118959,2.198406467,3.383938921,2.0605600385,2.227210441,2.836667028,2.369634368,208,"5d66e8566c4d17001a3102bf","FEMALE",29,"y","Name"
"78","2020-10-22_10h54.11.882","reussite",0.674085,0.864117,0.654669,0.689303333333333,0.674085,-0.514890265685294,-1.10176552198101,0.967893743397715,1.0402701939401,-0.616762073592901,2.4878472225,2.5659722225,2.207175926,1.515625,2.3547453705,3.234375,209,"59d68f1a50f88f000161ea02","FEMALE",29,"y","control"
"79","2020-10-22_10h54.45.138","reussite",0.7174,0.5852,0.6186,0.8424,0.7174,-0.18448919404205,0.353584983751291,0.07401094111114,0.51524437837886,-0.17967010479292,2.1059027775,4.2008101855,1.0671296295,2.045138889,3.1880787035,3.2748842595,210,"5f01b21d1060613046e9bff1","FEMALE",21,"y","Name"
"80","2020-10-22_10h54.21.616","reussite",0.615218,0.669969,0.70685,0.611063666666667,0.615218,0.888457914875633,1.45139732129864,1.57945730114409,-1.29383857120969,0.561421322650286,2.0205760065,3.401234568,3.0061727455,2.7037036725,3.2098764805,4.111111268,211,"5f12eb9429b0712864ce2852","FEMALE",18,"y","control"
"81","2020-10-22_10h54.05.564","reussite",0.508831,0.693441,0.596639,0.457073,0.508831,-0.962842514941558,0.435233158342993,-0.0539302041405992,1.04051572253925,0.216196583715648,3.0925924355,2.526749128,2.2037036095,3.3847736,3.0473251655,3.000000157,212,"5c1fc4eb91305c000171d205","MALE",19,"y","Name"
"82","2020-10-22_10h54.12.862","reussite",0.49118,0.526793,0.53987,0.539714666666667,0.49118,0.983040994819418,-0.589860424402358,1.60208783336295,0.417054711024033,-0.0519162215208615,2.6687243115,2.6934156065,1.8621396975,2.631687211,3.427983602,3.0411522635,213,"5ec57069f264da556b3f1cfa","FEMALE",27,"y","control"
"83","2020-10-22_10h54.30.404","reussite",0.669529,0.61449,0.845741,0.748837333333333,0.669529,0.513739789728604,-0.918461847180604,-0.25560761082778,-0.423892832888236,-0.49501399803858,2.088477241,3.296296296,1.7818929415,2.1522633115,2.843621525,2.625514466,214,"5bf7ce740740310001bd4d53","FEMALE",28,"y","Name"
