date;EscapeRT;FailureRT;NeutralRT;SuccessRT;Vnarc;Gnarc;ShameP;GuiltP;SelfComp;participant;ProlifID;CheckName;Cond;Genre;Age
2020-10-22_10h53.18.341;0.547959;0.517475;0.5671;0.517614;1.3904271025854;-1.64113141874793;-0.266261587918032;-1.20929604849339;-1.07472239923233;190;5b55dd9ae173e60001963c1b;y;Name;F;29
2020-10-22_10h54.12.712;0.6795609996;0.9085790002;0.576647333466667;0.7020260002;-0.610960731047421;0.669861069548767;-0.409181853807421;-0.608364671584748;-1.06472498156506;191;5da5c0a3eb10b800158e0a3f;y;control;F;30
2020-10-22_10h52.39.062;0.755203;0.900817;0.766677666666667;0.765433;-0.0893034987998906;-0.329122286165063;-0.258269948307345;0.627291677698263;-1.05472756389778;192;https://zoom.us/j/94571665966?pwd=N3NNdWJNa2pWWitESC94RzlTOGovZz09 ;y;Name;F;22
2020-10-22_10h52.39.174;1.049868;1.182946;0.925102;1.168508;0.729685388756262;-0.0138899724182591;-0.0593850771042984;-0.974551770450993;-1.0447301462305;193;5f2fd5366e24673cc78a175f;y;control;M;20
2020-10-22_10h52.50.295;0.648021;0.859684;0.836313333333333;0.893742;0.501088387899027;0.354868576606284;-1.02570919991567;-0.465577698308279;-1.03473272856322;195;5ed7a88c8d523524737f76c3;y;control;M;22
2020-10-22_10h53.02.408;0.6522;0.7996;0.653866666666667;0.6522;1.23907818207931;-1.34439370060476;1.11619820826768;-0.628692666714557;-1.02473531089595;196;5e6a5536ddce0500097eb40d;y;Name;M;29
2020-10-22_10h53.07.604;0.969332;1.09094;0.842321;0.72878;0.169632980483254;0.141058605194507;0.152635187669977;-1.21084170605084;-1.01473789322867;198;5c578b57e66e510001eec4c6;y;Name;F;25
2020-10-22_10h53.15.951;0.8122;0.9236;0.7132;0.6984;1.75717718489879;-1.21759640962195;0.593034968234335;0.0624308517323619;-1.00474047556139;199;5f4564bcef5e41151849c92f;n;control;O;29
2020-10-22_10h53.36.771;1.0214;1.2288;0.943133333333333;0.7974;0.579646591399227;1.00403499456217;0.645085051527409;0.635145095967744;-0.994743057894114;201;5bd999c20bde320001702fac;y;control;F;27
2020-10-22_10h53.26.552;0.65;0.841;0.630333333333333;0.6218;-0.587341290261346;-0.163660900916092;-1.7169370734195;1.71179350365842;-0.984745640226836;203;5c600aaf892ec80001ae6e8c;y;control;M;24
2020-10-22_10h54.09.319;0.876018;0.84047;0.776911666666667;0.883321;-0.714386856597828;-1.51037495370999;0.692889061120459;-0.603981314387478;-0.974748222559559;206;5e5a4de16175cb2370c7e181;y;Name;F;29
2020-10-22_10h54.22.728;0.8252;0.950151;0.751655333333333;1.01075;0.96635111634449;0.855941998872158;0.285743818525298;-0.800661974063998;-0.964750804892281;208;5d66e8566c4d17001a3102bf;y;Name;F;29
2020-10-22_10h54.11.882;0.864117;0.654669;0.689303333333333;0.674085;-0.514890265685294;-1.10176552198101;0.967893743397715;1.0402701939401;-0.954753387225004;209;59d68f1a50f88f000161ea02;y;control;F;29
2020-10-22_10h54.45.138;0.5852;0.6186;0.8424;0.7174;-0.18448919404205;0.353584983751291;0.07401094111114;0.51524437837886;-0.944755969557726;210;5f01b21d1060613046e9bff1;y;Name;F;21
2020-10-22_10h54.21.616;0.669969;0.70685;0.611063666666667;0.615218;0.888457914875633;1.45139732129864;1.57945730114409;-1.29383857120969;-0.934758551890449;211;5f12eb9429b0712864ce2852;y;control;F;18
2020-10-22_10h54.05.564;0.693441;0.596639;0.457073;0.508831;-0.962842514941558;0.435233158342993;-0.0539302041405992;1.04051572253925;-0.924761134223171;212;5c1fc4eb91305c000171d205;y;Name;M;19
2020-10-22_10h54.12.862;0.526793;0.53987;0.539714666666667;0.49118;0.983040994819418;-0.589860424402358;1.60208783336295;0.417054711024033;-0.914763716555894;213;5ec57069f264da556b3f1cfa;y;control;F;27
2020-10-22_10h54.30.404;0.61449;0.845741;0.748837333333333;0.669529;0.513739789728604;-0.918461847180604;-0.25560761082778;-0.423892832888236;-0.904766298888616;214;5bf7ce740740310001bd4d53;y;Name;F;28
2020-10-22_10h54.08.138;0.598657;0.591093;0.599183666666667;0.570136;0.0815654317167367;-0.25095915346303;0.324054329599456;-0.0109075927317892;-0.894768881221338;215;57badc5fcb0ffe00019f327f;y;control;F;34
2020-10-22_10h54.44.722;0.833834;0.773529;0.685938666666667;0.658223;0.0306950938680187;-0.932246696872314;0.754485074298034;0.507598371725048;-0.884771463554061;216;59e7302d0fb3a90001bd981b;y;Name;F;28
2020-10-22_10h54.36.188;0.745609;0.654999;0.783051333333333;0.74817;0.158902005812606;0.768299186429757;-2.29767489413303;-1.81520192377796;-0.874774045886783;217;5f85955452477d015a8457b0;y;control;M;21
2020-10-22_10h54.47.906;0.606306;0.503652;0.633910666666667;0.602851;0.20408505788957;-0.568429998392571;1.21603852131202;0.242461278763262;-0.864776628219506;218;5f47b104733d7f1c4969485d;y;Name;F;18
2020-10-22_10h54.34.356;0.711993;0.898634;0.609872333333333;0.626464;-0.734916055191026;0.583558600415831;-0.741144405355981;0.341149934576421;-0.854779210552228;219;5f8ef9f204da090c58ad696f;y;control;F;19
2020-10-22_10h31.46.361;0.608764;0.661491;0.604563;0.583488;-1.43577735580927;-0.541725551734409;0.340771777370725;-0.353002196362443;-0.844781792884951;22;5a06b61e6e1ea9000124e241;y;Name;F;28
2020-10-22_10h55.55.396;0.637838;0.676087;0.632147333333333;0.616427;-1.50202700658394;1.78089163515139;-0.238302038194412;-0.860074054590651;-0.834784375217673;221;59b555702a78fd00010b86d4;y;control;M;21
2020-10-22_10h55.11.313;0.716709;0.839354;0.641276666666667;0.901972;-0.965854782904392;0.783479143612987;-0.549803814733252;-0.00100268775040679;-0.824786957550396;222;5edba672293f3b028b70eb25;y;Name;M;34
2020-10-22_10h55.05.997;0.695819;0.956204;0.609775666666667;0.626882;-1.0278400190619;0.973668075298128;-0.215686055197974;0.852364258978817;-0.814789539883118;223;5eb1ad7d6e2f922d409a33f4;y;control;F;21
2020-10-22_10h55.21.686;0.778679;0.817998;0.719617;0.715375;0.443856456916822;-1.00507700666988;1.58411647535;1.17825702168504;-0.804792122215841;225;5f8f19829dcc6311d1030af8;y;control;F;29
2020-10-22_10h55.49.486;0.74152;0.721773;0.721499333333333;0.762798;-1.53743922415358;-0.807932891937255;0.956661708109301;1.59757915000544;-0.794794704548563;226;5dcac55bdcc83f79286c8104;y;Name;F;22
2020-10-22_10h55.27.295;0.735;0.8894;0.692533333333333;0.6396;-0.816487141505038;-0.141158846220387;-1.76710683062191;-1.21360276417155;-0.784797286881286;227;5b904cf4a69de1000114e04c;y;control;M;23
2020-10-22_10h55.11.922;1.206817;1.282203;0.759757;1.164117;-0.0718532994102369;-0.177049175501795;0.0616516452640762;-0.911881384906967;-0.774799869214008;228;5f88d1894ba7f902f9e73255;y;Name;M;19
2020-10-22_10h55.29.135;0.648;0.6242;0.645733333333333;0.6412;-1.34117533933368;1.55372803782533;0.784861489513441;0.586573128600322;-0.764802451546731;232;5c9e9f00cd5aa10017208184;y;Name;F;25
2020-10-22_10h55.39.653;0.7646;0.6102;0.572133333333333;0.5796;0.224699825879122;-1.01888965180732;1.71950409966895;1.66639321323033;-0.754805033879453;233;5c5ff87f8c0552000109d7de;y;control;F;28
2020-10-22_10h55.53.634;0.691733;0.732172;0.685222;0.689877;-0.76142029610917;-1.37801842212601;0.425012041573769;0.142289147161722;-0.744807616212176;234;594fbff59d914e000136d13f;y;Name;F;30
2020-10-22_10h55.31.887;0.515626;0.464464;0.479816666666667;0.455178;-0.980662586867762;-0.182642823488067;-0.783274146280919;1.06717564310604;-0.734810198544898;235;5d8f25909f5b1e0019756b10;y;control;M;28
2020-10-22_10h56.02.681;0.8526;0.9692;0.651333333333333;0.9588;0.2095070243379;0.887238616656894;0.352752614929912;0.47855487207556;-0.72481278087762;236;5f847576c82b620d10f4ba08;y;Name;F;21
2020-10-22_10h55.51.344;1.045556;0.795197;0.730802333333333;0.821685;0.487326319114133;-0.327001706235082;0.36978786858358;-0.0199761127207927;-0.714815363210343;237;5b031e450a56660001284e2c;y;control;M;33
2020-10-22_10h55.34.316;0.654656;0.611456;0.586199333333333;0.55649;-1.75431787637746;-0.885785981922886;-0.407094567086591;-0.909461596040121;-0.704817945543065;238;5d566fa918f22f000148d118;y;Name;F;32
2020-10-22_10h55.57.275;0.670352;0.577883;0.677562;0.63203;-0.393478297504201;1.12470611801076;-1.09414680148681;0.256350633401727;-0.694820527875788;239;5f075707c2f3ba3413b11a88;y;control;M;19
2020-10-22_10h28.53.532;0.761983;1.046754;0.749041333333333;0.86888;0.31836146994315;-0.371419824470744;0.0581737715200992;1.73691205264658;-0.68482311020851;24;5f8b6bea3ad42e161f92961f;y;Name;O;20
2020-10-22_10h55.57.817;0.61368;0.600356;0.59409;0.541493;0.73363043425713;1.68445425896901;0.712843343672842;0.0521606594798081;-0.674825692541233;240;5769c881c8a90000010d9896;y;Name;M;28
2020-10-22_10h56.08.830;1.02759;1.232339;0.945515;0.902306;0.102875048214489;1.59873220124578;-0.859308690750194;-1.71310403683565;-0.664828274873955;241;5f0704be1b5807281e6a286e;y;control;M;33
2020-10-22_10h56.35.192;0.708671;0.840411;0.747960666666667;0.696757;-1.06801777324233;-1.29902608470058;1.1147970170723;1.39921496739789;-0.654830857206678;242;5f737cf69b425d0b8e878b1f;y;Name;F;31
2020-10-22_10h56.07.353;0.694;0.695422;0.604150333333333;0.818676;1.81676383834454;2.62115763427931;-0.432791351496477;-0.109817538230183;-0.6448334395394;243;5cc8c859a55959001760d733;n;control;F;20
2020-10-22_10h55.38.103;0.733816;0.812436;0.583983333333333;0.66555;0.24333783508778;0.412602649062374;-0.115997654419893;0.0556344010486383;-0.634836021872123;244;5c124bf00c56ed00019e4e5c;y;Name;F;33
2020-10-22_10h56.23.189;0.6648;0.7352;0.604933333333333;0.8872;0.568079729603752;-0.598968501085393;0.0508355085917754;-0.0745855939123151;-0.624838604204845;245;5f329b61a72cca07544cf0ec;n;control;F;20
2020-10-22_10h56.37.663;0.833131;0.902433;0.715815333333333;0.701956;1.01279736365509;0.512781803367933;0.86731187271297;-0.167918950789309;-0.614841186537568;246;5de3bb4674c6793bb8b1fdcc;y;Name;F;35
2020-10-22_10h56.18.859;0.685373;0.634153;0.692006666666667;0.676439;0.52714388392897;-0.137391761242081;1.46116728972233;0.782005067819408;-0.60484376887029;247;5f3c356f4cc7301d86e53d3f;y;control;F;25
2020-10-22_10h56.14.159;0.727841;0.65652;0.637169333333333;0.60526;1.34222073660136;-0.632889008816976;0.355504463413016;-0.0780376244206107;-0.594846351203013;248;5f68717bde24cf4bd873939e;y;Name;M;30
2020-10-22_10h58.04.213;0.658936;0.854383;0.668726666666667;0.774381;-0.181476990345783;0.427196615523826;-0.317508686263813;-0.0662486145925365;-0.584848933535735;249;5910cee3ae0ba20001b03b1f;y;control;F;30
2020-10-22_10h28.47.854;0.565424;0.686361;0.517297333333333;0.494471;-0.950942822745957;-1.02446390206636;-1.95324983057583;-1.62409787527183;-0.574851515868458;25;5f35968f3e900f59d882d21f;y;control;M;18
2020-10-22_10h56.49.400;0.924007;1.226067;1.02360433333333;1.023786;0.122755563506905;-0.641650969394609;-0.441310674579878;-0.205802401872201;-0.56485409820118;250;5d4ad488dfd8230018fd0b45;n;Name;M;32
2020-10-22_10h56.32.705;0.77664;0.703835;0.669684333333333;0.743785;0.543240346447318;0.954170822875281;-0.863255597147222;-1.17620281651375;-0.554856680533903;251;5f146e01ea97520462f57419;y;control;F;18
2020-10-22_10h57.25.692;1.221743;0.719573;0.706684333333333;0.972135;0.26589932214249;0.692816175971021;1.6232212330661;0.254652618149882;-0.544859262866625;252;5b9d73ec6b0f63000148db87;y;Name;M;32
2020-10-22_11h19.53.168;0.726547;0.704129;0.715879666666667;0.629404;1.26917433118067;0.503023153250712;-1.02260229691533;-0.765454717552021;-0.534861845199348;253;5d1f0e319eeb4b001689b623;y;control;M;23
2020-10-22_10h56.59.271;0.734961;0.727627;0.659652333333333;0.574645;-1.11164543255167;1.13395757062405;-0.541317388077711;0.87211467656637;-0.52486442753207;254;5ebd3caeac85fc00094e282c;y;Name;M;21
2020-10-22_10h57.02.867;0.642533;0.816379;0.679554;0.693461;-0.604992802841089;-0.376448184838803;-0.304196644616582;-1.19355323461977;-0.514867009864793;256;5f527d7d7b38b853d4c96ede;y;Name;F;28
2020-10-22_10h56.52.097;0.791613;1.20646;0.879289;1.060404;-1.32370455912503;1.890723090895;-2.2763756270374;1.29304152229139;-0.504869592197515;258;5e97f51d048d682c884ae09b;y;Name;M;30
2020-10-22_10h57.09.472;0.7698;0.8506;0.673933333333333;0.9554;0.431446178853491;1.29549017543119;0.196203004054309;0.0696803992211284;-0.494872174530237;259;5ecae0bf4e274e0d2b0689e3;y;control;F;23
2020-10-22_10h29.04.714;0.6366;0.8596;0.6462;0.5968;-2.2562225196665;-0.486726110747361;0.0325647311606612;0.101034691615912;-0.48487475686296;26;5ed0f0516348ae000a399662;y;Name;M;21
2020-10-22_11h00.04.873;0.708085;0.642359;0.612261333333333;0.564938;0.537234765645376;-0.655045049389804;0.25291230203893;-0.84678321757431;-0.474877339195682;260;5bfd7019881c6f0001d7a9fa;y;Name;M;26
2020-10-22_10h57.18.028;0.637307;0.617009;0.584864;0.58035;-0.381775344885762;-1.09511452416425;-0.785461273212506;-0.77224975252093;-0.464879921528405;261;5ead4a2f13f83a3cf7f69d13;y;control;M;19
2020-10-22_10h57.55.908;0.572052;0.63415;0.616357666666667;0.56676;1.38703385319275;0.494222824243294;0.95572570542419;1.58738447391026;-0.454882503861127;262;5d65b0b972960400180a07d5;n;Name;F;34
